Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Medication,Precaution_1,Precaution_2,Precaution_3,Precaution_4,All_Symptoms,Symptoms_with_Severity
Hyperthyroidism, fatigue, mood_swings, restlessness, sweating,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' restlessness', ' sweating']","[(' fatigue', 4), (' mood_swings', 3), (' restlessness', 5), (' sweating', 3)]"
Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' weight_loss', ' sweating']","[(' fatigue', 4), (' mood_swings', 3), (' weight_loss', 3), (' sweating', 3)]"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness']","[(' fatigue', 4), (' mood_swings', 3), (' weight_loss', 3), (' restlessness', 5)]"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness']","[(' fatigue', 4), (' mood_swings', 3), (' weight_loss', 3), (' restlessness', 5)]"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness']","[(' fatigue', 4), (' mood_swings', 3), (' weight_loss', 3), (' restlessness', 5)]"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness']","[(' fatigue', 4), (' mood_swings', 3), (' weight_loss', 3), (' restlessness', 5)]"
Hypoglycemia, vomiting, fatigue, anxiety, sweating,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' anxiety', ' sweating']","[(' vomiting', 5), (' fatigue', 4), (' anxiety', 4), (' sweating', 3)]"
Hypoglycemia, vomiting, fatigue, anxiety, sweating,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' anxiety', ' sweating']","[(' vomiting', 5), (' fatigue', 4), (' anxiety', 4), (' sweating', 3)]"
Hypoglycemia, vomiting, fatigue, anxiety, sweating,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' anxiety', ' sweating']","[(' vomiting', 5), (' fatigue', 4), (' anxiety', 4), (' sweating', 3)]"
Hypoglycemia, fatigue, anxiety, sweating, headache,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' fatigue', ' anxiety', ' sweating', ' headache']","[(' fatigue', 4), (' anxiety', 4), (' sweating', 3), (' headache', 3)]"
Hypoglycemia, vomiting, anxiety, sweating, headache,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' anxiety', ' sweating', ' headache']","[(' vomiting', 5), (' anxiety', 4), (' sweating', 3), (' headache', 3)]"
Hypoglycemia, vomiting, fatigue, sweating, headache,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' sweating', ' headache']","[(' vomiting', 5), (' fatigue', 4), (' sweating', 3), (' headache', 3)]"
Hypoglycemia, vomiting, fatigue, anxiety, headache,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' anxiety', ' headache']","[(' vomiting', 5), (' fatigue', 4), (' anxiety', 4), (' headache', 3)]"
Hypoglycemia, vomiting, fatigue, anxiety, sweating,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' anxiety', ' sweating']","[(' vomiting', 5), (' fatigue', 4), (' anxiety', 4), (' sweating', 3)]"
Hypoglycemia, vomiting, fatigue, anxiety, sweating,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' anxiety', ' sweating']","[(' vomiting', 5), (' fatigue', 4), (' anxiety', 4), (' sweating', 3)]"
Hypoglycemia, vomiting, fatigue, anxiety, sweating,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' anxiety', ' sweating']","[(' vomiting', 5), (' fatigue', 4), (' anxiety', 4), (' sweating', 3)]"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2)]"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2)]"
Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' neck_pain', ' knee_pain', ' hip_joint_pain', ' swelling_joints']","[(' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2), (' swelling_joints', 5)]"
Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' knee_pain', ' hip_joint_pain', ' swelling_joints']","[(' joint_pain', 3), (' knee_pain', 3), (' hip_joint_pain', 2), (' swelling_joints', 5)]"
Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' hip_joint_pain', ' swelling_joints']","[(' joint_pain', 3), (' neck_pain', 5), (' hip_joint_pain', 2), (' swelling_joints', 5)]"
Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' swelling_joints']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' swelling_joints', 5)]"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2)]"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2)]"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2)]"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5)]"
Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' stiff_neck', ' swelling_joints', ' movement_stiffness', ' painful_walking']","[(' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5), (' painful_walking', 2)]"
Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' swelling_joints', ' movement_stiffness', ' painful_walking']","[(' muscle_weakness', 2), (' swelling_joints', 5), (' movement_stiffness', 5), (' painful_walking', 2)]"
Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' movement_stiffness', ' painful_walking']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' movement_stiffness', 5), (' painful_walking', 2)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' painful_walking']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' painful_walking', 2)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' spinning_movements']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' spinning_movements', 6)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' spinning_movements']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' spinning_movements', 6)]"
(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' headache', ' nausea', ' spinning_movements', ' loss_of_balance']","[(' headache', 3), (' nausea', 5), (' spinning_movements', 6), (' loss_of_balance', 4)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' nausea', ' spinning_movements', ' loss_of_balance']","[(' vomiting', 5), (' nausea', 5), (' spinning_movements', 6), (' loss_of_balance', 4)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' spinning_movements', ' loss_of_balance']","[(' vomiting', 5), (' headache', 3), (' spinning_movements', 6), (' loss_of_balance', 4)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' loss_of_balance']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' loss_of_balance', 4)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' spinning_movements']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' spinning_movements', 6)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' spinning_movements']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' spinning_movements', 6)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' spinning_movements']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' spinning_movements', 6)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' loss_of_balance']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' loss_of_balance', 4)]"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring']","[(' skin_rash', 3), (' pus_filled_pimples', 2), (' blackheads', 2), (' scurring', 2)]"
